DATE,USAHOUREAQISMEI
1960-01-01,10.7510675709621
1960-04-01,10.7510675709621
1960-07-01,10.7510675709621
1960-10-01,10.8347986268107
1961-01-01,10.9017834714896
1961-04-01,11.0190069496776
1961-07-01,11.0190069496776
1961-10-01,11.236707694884
1962-01-01,11.3706773842418
1962-04-01,11.4041698065813
1962-07-01,11.3706773842418
1962-10-01,11.538139495939
1963-01-01,11.6218705517877
1963-04-01,11.722347818806
1963-07-01,11.722347818806
1963-10-01,11.9065561416729
1964-01-01,11.9735409863518
1964-04-01,12.0740182533702
1964-07-01,12.1242568868793
1964-10-01,12.1744955203885
1965-01-01,12.3921962655949
1965-04-01,12.4759273214435
1965-07-01,12.4926735326132
1965-10-01,12.7103742778196
1966-01-01,12.8443439671774
1966-04-01,12.9783136565352
1966-07-01,13.0452985012141
1966-10-01,13.3132378799297
1967-01-01,13.3969689357783
1967-04-01,13.5141924139663
1967-07-01,13.6146696809847
1967-10-01,13.8491166373608
1968-01-01,14.2175332830947
1968-04-01,14.4184878171314
1968-07-01,14.5189650841497
1968-10-01,14.8873817298836
1969-01-01,15.0883362639203
1969-04-01,15.2725445867872
1969-07-01,15.5237377543331
1969-10-01,15.8084233442184
1970-01-01,15.9423930335762
1970-04-01,16.1600937787826
1970-07-01,16.4112869463284
1970-10-01,16.4782717910073
1971-01-01,16.980658126099
1971-04-01,17.2318512936448
1971-07-01,17.4495520388512
1971-10-01,17.6505065728879
1972-01-01,18.1026542744704
1972-04-01,18.4208322866951
1972-07-01,18.7055178765804
1972-10-01,19.0906807334841
1973-01-01,19.4423511680482
1973-04-01,19.7437829691032
1973-07-01,20.1121996148371
1973-10-01,20.4471238382316
1974-01-01,20.7318094281169
1974-04-01,21.2844343967177
1974-07-01,21.9877752658461
1974-10-01,22.5906388679561
1975-01-01,23.0260403583689
1975-04-01,23.3777107929331
1975-07-01,23.8466047056853
1975-10-01,24.2652599849284
1976-01-01,24.8178849535293
1976-04-01,25.2700326551118
1976-07-01,25.9063886795613
1976-10-01,26.341790169974
1977-01-01,26.9781461944235
1977-04-01,27.5977560077033
1977-07-01,28.2006196098133
1977-10-01,28.7364983672444
1978-01-01,29.423093025203
1978-04-01,29.9757179938039
1978-07-01,30.6455664405928
1978-10-01,31.4326383655698
1979-01-01,32.1694716570376
1979-04-01,32.6718579921293
1979-07-01,33.3082140165788
1979-10-01,33.9110776186888
1980-01-01,34.5809260654777
1980-04-01,35.3177593569455
1980-07-01,36.3392782382986
1980-10-01,37.46127438667
1981-01-01,38.3153311563259
1981-04-01,39.2196265594909
1981-07-01,40.0066984844679
1981-10-01,40.5760696642385
1982-01-01,41.3798878003852
1982-04-01,41.8320355019677
1982-07-01,42.3344218370594
1982-10-01,42.5186301599263
1983-01-01,43.0377627061877
1983-04-01,43.3894331407519
1983-07-01,43.8415808423344
1983-10-01,44.3942058109353
1984-01-01,44.8630997236875
1984-04-01,45.2147701582517
1984-07-01,45.6501716486645
1984-10-01,46.1525579837562
1985-01-01,46.6884367411873
1985-04-01,47.0735995980909
1985-07-01,47.3750313991459
1985-10-01,47.7267018337101
1986-01-01,48.0113874235954
1986-04-01,48.1118646906138
1986-07-01,48.2458343799715
1986-10-01,48.4300427028385
1987-01-01,48.6812358703843
1987-04-01,48.8654441932513
1987-07-01,49.2171146278155
1987-10-01,49.5687850623796
1988-01-01,49.8534706522649
1988-04-01,50.3223645650172
1988-07-01,50.6405425772419
1988-10-01,51.1596751235033
1989-01-01,51.5448379804069
1989-04-01,51.7625387256133
1989-07-01,52.1811940048564
1989-10-01,52.5161182282509
1990-01-01,53.353428786737
1990-04-01,53.9227999665076
1990-07-01,54.3749476680901
1990-10-01,54.8270953696726
1991-01-01,55.1787658042368
1991-04-01,55.7146445616679
1991-07-01,56.2170308967596
1991-10-01,56.5687013313238
1992-01-01,56.7026710206816
1992-04-01,57.2050573557733
1992-07-01,57.5064891568283
1992-10-01,57.7241899020347
1993-01-01,58.126098970108
1993-04-01,58.5615004605208
1993-07-01,58.8964246839153
1993-10-01,59.4490496525161
1994-01-01,59.9681821987775
1994-04-01,60.2026291551536
1994-07-01,60.5542995897178
1994-10-01,61.0064472913004
1995-01-01,61.4251025705434
1995-04-01,61.693041949259
1995-07-01,62.295905551369
1995-10-01,62.597337352424
1996-01-01,63.0662312651763
1996-04-01,63.9035418236624
1996-07-01,64.4226743699238
1996-10-01,64.7408523821485
1997-01-01,65.3437159842586
1997-04-01,65.6284015741438
1997-07-01,66.0638030645566
1997-10-01,66.9346060453822
1998-01-01,67.252784057607
1998-04-01,67.4537385916436
1998-07-01,67.5207234363225
1998-10-01,68.0231097714142
1999-01-01,68.5087498953362
1999-04-01,69.3125680314829
1999-07-01,70.0661475341204
1999-10-01,70.4345641798543
2000-01-01,71.0709202043038
2000-04-01,71.5900527505652
2000-07-01,72.1594239303358
2000-10-01,72.8460185882944
2001-01-01,73.0302269111614
2001-04-01,73.7838064137989
2001-07-01,74.621116972285
2001-10-01,75.1235033073767
2002-01-01,75.8770828100142
2002-04-01,76.496692623294
2002-07-01,77.0493175918948
2002-10-01,77.8196433057021
2003-01-01,78.4559993301516
2003-04-01,78.7741773423763
2003-07-01,79.3268023109772
2003-10-01,79.7956962237294
2004-01-01,80.2813363476514
2004-04-01,80.7669764715733
2004-07-01,81.4033324960228
2004-10-01,81.9057188311145
2005-01-01,82.4918362220548
2005-04-01,82.9439839236373
2005-07-01,83.3793854140501
2005-10-01,83.8147869044629
2006-01-01,83.9320103826509
2006-04-01,84.233442183706
2006-07-01,84.4678891400821
2006-10-01,85.1042451645316
2007-01-01,85.6736163443021
2007-04-01,86.6114041698066
2007-07-01,87.0970442937286
2007-10-01,87.4822071506322
2008-01-01,88.2525328644394
2008-04-01,88.8721426777192
2008-07-01,89.4750062798292
2008-10-01,90.1783471489576
2009-01-01,90.814703173407
2009-04-01,91.2333584526501
2009-07-01,92.1544000669848
2009-10-01,92.4725780792096
2010-01-01,92.7237712467554
2010-04-01,93.2261575818471
2010-07-01,93.778782550448
2010-10-01,94.2476764632002
2011-01-01,94.9510173323286
2011-04-01,95.0012559658378
2011-07-01,95.0180021770074
2011-10-01,95.3529264004019
2012-01-01,95.5203885120991
2012-04-01,95.8050741019844
2012-07-01,95.8218203131542
2012-10-01,96.0395210583606
2013-01-01,96.4414301264339
2013-04-01,96.6926232939798
2013-07-01,96.9605626726953
2013-10-01,97.462949007787
2014-01-01,97.9318429205392
2014-04-01,98.0155739763878
2014-07-01,98.4342292556309
2014-10-01,98.6854224231768
2015-01-01,99.0538390689106
2015-04-01,99.7404337268693
2015-07-01,100.477267018337
2015-10-01,100.845683664071
2016-01-01,101.51553211086
2016-04-01,102.604035836892
2016-07-01,103.156660805493
2016-10-01,103.525077451227
2017-01-01,103.742778196433
2017-04-01,104.52985012141
2017-07-01,105.300175835217
2017-10-01,106.170978816043
2018-01-01,107.192497697396
2018-04-01,107.812107510676
2018-07-01,108.214016578749
2018-10-01,109.35275893829
2019-01-01,110.039353596249
2019-04-01,110.759440676547
2019-07-01,111.646989868542
2019-10-01,112.41731558235
2020-01-01,113.103910240308
